No	Investor	Tokens	TokenSubtotal
629	0x80658e3657882cfa73fff0eb20c92aa5e948230c	10000	39540957.174177235978171
630	0x02ffdace514ffd6a25459a93ea9e082f4459b66a	1000000	40540957.174177235978171
631	0xc01b854525a8b76ba220126c1e4bc924e7b3e734	151300	40692257.174177235978171
632	0xc30bc2ab2ac917c7ca3813f069f93be5dcd6f166	30000	40722257.174177235978171
633	0x517835d62efe8857c619901101f63342695a248c	880000	41602257.174177235978171
634	0x417beec8a935207cb7a87fe929266b16aab951a7	100000	41702257.174177235978171
635	0xe7039b902911ed98390b421ba9cd489ceed785a7	24000	41726257.174177235978171
636	0x930c4667464fc346b4065b3ffde8d4a8533c0ed3	80000	41806257.174177235978171
637	0x4d2eb1b7c4b2814d04967263d7c5b21864e9fe08	77000	41883257.174177235978171
638	0xa41b3eed039c194893d656e7d0eb02f6c64392c2	45000	41928257.174177235978171
639	0x2f246674717e8e777423332998da1b5f3e1b173d	600	41928857.174177235978171
640	0xd28028d44cb53e892e36a949abdeefd53d8067d6	1000	41929857.174177235978171
641	0x1108e1a7db38bdeb8e9bf99c5424a672fde5c861	20000	41949857.174177235978171
642	0x8a07ab6e3e633423e32e4c6410006e611996e770	93150	42043007.174177235978171
643	0x0beaa2ddbdba8a1380dee223f489ebe86ff28376	3000	42046007.174177235978171
644	0x0056cb8784a6fb9b22b7030875d326fd98d1e9b5	8000	42054007.174177235978171
645	0x7ad41e9d6e1fa47f1f6bcc63bd0327009590a47b	128000	42182007.174177235978171
646	0xf4c8797195b4f3e1535e84a7eb91aad6989bf573	4000	42186007.174177235978171
647	0x6f4adffae2f44ce3a80ca4693be93dc54a93be7e	3000	42189007.174177235978171
648	0xc23c54d0a7c2480249ed618ff067ac1aa9f0a7ca	11250	42200257.174177235978171
649	0x0c05395fbd81dba9c5869f221125d62b303fdeb3	25000	42225257.174177235978171
650	0x62d1cef025d6d7c59655d90b3a7b3ece5719597e	2000	42227257.174177235978171
651	0x00179ce35786382db1b35821e4a844b12448b814	909000	43136257.174177235978171
652	0x7aeae7daf82810750634239f84c93fb59d2ae58a	18000	43154257.174177235978171
653	0xd75dcde9728743da121fe7b5b1ebc0503fdd5e9d	15500	43169757.174177235978171
654	0x3849d138f11d5195d970eb4a88d5326b9138914d	54000	43223757.174177235978171
655	0x5bd9586e9073b075ea83dffc3c7c2fc0d2c2e858	45700	43269457.174177235978171
656	0x6db08706cbf6f682fa84d81f85cfec3ff8ce7306	800	43270257.174177235978171
657	0x0e3a52fd193392bad76d342c1a3ca1c7a055e228	2610	43272867.174177235978171
658	0x9053f5ea444ca17f10189a85dddd20dff6b61c8a	20000	43292867.174177235978171
659	0xdbe466e1e0b4ee491a88e650aa6b9addc38ff6f8	30000	43322867.174177235978171
660	0xe6f87404f4c1dca9e52e4c8d011451dc8576faae	5000	43327867.174177235978171
661	0x8e60f1017cccf20ee4de0ac42650bfe28b3ec1da	24000	43351867.174177235978171
662	0x1c5e376fe174a8943f728a2c2175c6c15f4330c4	133000	43484867.174177235978171
663	0x73fab916da49f62b9fc87f542d5b2d59bd8c3494	20000	43504867.174177235978171
664	0x3203732069469d91d394e3baf11488f649f3faa3	91500	43596367.174177235978171
665	0x002def85facbb8d72bc3e394f8ca23934af8f06d	39000	43635367.174177235978171
666	0x699ed52f9ec2eadabf792c2368d29f94967e2981	40000	43675367.174177235978171
667	0xab5cb892109510e8fb51b81c4f15610339105bba	133500	43808867.174177235978171
668	0xe68eda08389e8642e7b13fc2e783f41150830a02	83000	43891867.174177235978171
669	0x2dc651f488c597f7ab241a04d2695616ef7e2d9d	118500	44010367.174177235978171
670	0xfd7f9c9484912573d782fa87db5e20f899319637	78000	44088367.174177235978171
671	0x3930caf81438601d48c3ddb586cb244fd8609196	30000	44118367.174177235978171
672	0xc754458b6dff620ef0b597f18283a78b06d117ed	5500	44123867.174177235978171
673	0xfba6cb41b57abe94c1d80b7d738e9946d867f8fd	25900	44149767.174177235978171
674	0xaa4263292e133b30f77a8ccc8063f624cc8a3c70	36000	44185767.174177235978171
675	0xb71d05cf5cdf7a9b15b20b9aab5e91332c271c96	2000	44187767.174177235978171
676	0x004a079f22a3123d15b68184c6869ec7d1fe75a9	23000	44210767.174177235978171
677	0x20fddb44ebe77c2654b1d13fd077796bcc11cc6e	4000	44214767.174177235978171
678	0xad97d40aa7fa88ffbcc5d5aac792cf5e7c46c76c	1080	44215847.174177235978171
679	0x9eccb90a449dd2262d36d484a0faf38f2c498471	45000	44260847.174177235978171
680	0xa86d9d90963728a79b5dbc0b344fe6eac64f6d60	97000	44357847.174177235978171
681	0xbc75d134d4ed07961c97b8864474436798bb97f8	22000	44379847.174177235978171
682	0x99032c474358e26eec44ad0b999b0da2e63a763d	15000	44394847.174177235978171
683	0x3fe666fc563e5fa99f8e0e6988ee2070cea1fa6b	114600	44509447.174177235978171
684	0x8f98ac169d5f3f9e32b94db4a7e8f0a23db54f8d	9000	44518447.174177235978171
685	0xe7305033fe4d5994cd88d69740e9db59f27c7046	750	44519197.174177235978171
686	0x2d9afa8e3d5fa7a90d60c1e2ed1b5dafd9990d90	24000	44543197.174177235978171
687	0xce2e0b96b170233d425b74ba640118eb5f59e90f	56800	44599997.174177235978171
688	0x48a89359c9caf5d952fd01aa9d8f176d7cdc4346	53882.303826	44653879.478003235978171
689	0xbc55cd5499dc8034f3e98a31d44421e4b16d6cbb	5000	44658879.478003235978171
690	0x7e5684f9a6f43932992d720d52b378fadb376732	3000	44661879.478003235978171
691	0x7454544182484559980650a22bcb54b79cac43a8	170000	44831879.478003235978171
692	0xb9fac6494b5a2fd5141f5b09ad0e61444c8d9d47	4000	44835879.478003235978171
693	0xb7747c46be84aafcefdf9aed61f1225f88236224	500	44836379.478003235978171
694	0xf5c097af860382ee692444bbada39135734f4770	20000	44856379.478003235978171
695	0x006bbe82b523a92d806978e7369b771e26541c00	333	44856712.478003235978171
696	0x68476977382d9cb85d11775b79252ee7d2859738	13580	44870292.478003235978171
697	0x0f7c1b4485574b47e7dadff2835a26aed5082af1	11000	44881292.478003235978171
698	0x9868b2d7c24a0bdc3a8947e3d9831d336088c515	16000	44897292.478003235978171
699	0xfdd3fed09bd694525c86b440c630a655265cca10	8000	44905292.478003235978171
700	0x70be6f3b165f5a1475c3922a9b330f8714fbfb26	3100.410108	44908392.888111235978171
701	0x7c1a34fd5e991d555593500f7c6d7466f2ad7123	4075.713855382414249	44912468.60196661839242
702	0x6de378f870723e6932c45495e1bdf4ed0bd6c37a	5271.99977	44917740.60173661839242
703	0x0d9649ad95affaee04fb83aa8a0dcb2a4f79f417	55000	44972740.60173661839242
704	0x4f2dd660046e9deb870d43600c6676cfddcd21dd	5000	44977740.60173661839242
705	0x8e763c3c5361777fc3ec5f377e9bea26cbc65366	15600	44993340.60173661839242
706	0xd280abd262465f76c2e33f6f28726ae3f495f035	3996.026748	44997336.62848461839242
707	0x5c0a72a225eb9038f77448bc9e76ae3b012f813d	2663.37151538160758	45000000
